SECUCODE,SECURITY_CODE,INDUSTRY_CODE,ORG_CODE,SECURITY_NAME_ABBR,INDUSTRY_NAME,MARKET,SECURITY_TYPE_CODE,TRADE_MARKET_CODE,DATE_TYPE_CODE,REPORT_TYPE_CODE,DATA_STATE,NOTICE_DATE,REPORT_DATE,TOTAL_ASSETS,FIXED_ASSET,MONETARYFUNDS,MONETARYFUNDS_RATIO,ACCOUNTS_RECE,ACCOUNTS_RECE_RATIO,INVENTORY,INVENTORY_RATIO,TOTAL_LIABILITIES,ACCOUNTS_PAYABLE,ACCOUNTS_PAYABLE_RATIO,ADVANCE_RECEIVABLES,ADVANCE_RECEIVABLES_RATIO,TOTAL_EQUITY,TOTAL_EQUITY_RATIO,TOTAL_ASSETS_RATIO,TOTAL_LIAB_RATIO,CURRENT_RATIO,DEBT_ASSET_RATIO,CASH_DEPOSIT_PBC,CDP_RATIO,LOAN_ADVANCE,LOAN_ADVANCE_RATIO,AVAILABLE_SALE_FINASSET,ASF_RATIO,LOAN_PBC,LOAN_PBC_RATIO,ACCEPT_DEPOSIT,ACCEPT_DEPOSIT_RATIO,SELL_REPO_FINASSET,SRF_RATIO,SETTLE_EXCESS_RESERVE,SER_RATIO,BORROW_FUND,BORROW_FUND_RATIO,AGENT_TRADE_SECURITY,ATS_RATIO,PREMIUM_RECE,PREMIUM_RECE_RATIO,SHORT_LOAN,SHORT_LOAN_RATIO,ADVANCE_PREMIUM,ADVANCE_PREMIUM_RATIO
688159.SH,688159,016015,10494296,有方科技,通讯行业,kcb,058001001,069001001006,002,001,2,2020-01-20 00:00:00,2019-06-30 00:00:00,807669087.53,4993252.89,116696128.11,,,,113213527.05,,329672003.63,,,7114446.01,,477997083.9,,,,241.740875188,40.8177072417,,,,,,,,,,,,,,,,,,,,,,,,
600198.SH,600198,016015,10002409,大唐电信,通讯行业,shzb,058001001,069001001001,002,001,2,2020-01-20 00:00:00,2019-06-30 00:00:00,6642790604.72,521571188.99,629441372.65,-6.46649807,1089255393.2,-16.8258116062,534348868.04,-18.5165344937,6374380239.15,926399038.82,-8.8959352068,167040103.27,-60.090227635,268410365.57,179.8711826852,-12.2553883862,-19.3795137756,76.8225209777,95.9593733787,,,,,,,,,,,,,,,,,,,,,,,,
688208.SH,688208,016035,10495173,道通科技,汽车行业,kcb,058001001,069001001006,002,001,2,2020-01-17 00:00:00,2019-06-30 00:00:00,1359978459.38,167234528.59,269772947.99,,205861900.41,,330995704.77,,385140078.23,145763504.93,,6522404.38,,974838381.15,,,,382.9326237386,28.3195719442,,,,,,,,,,,,,,,,,,,,,,,,
688026.SH,688026,016018,10483766,洁特生物,塑胶制品,kcb,058001001,069001001006,002,001,2,2020-01-17 00:00:00,2019-06-30 00:00:00,347169981.98,112209600.16,45612007.39,,53727863.53,,36610601.84,,40886454.27,16536334.21,,3213551.37,,306283527.71,,,,556.5543304865,11.7770707124,,,,,,,,,,,,,,,,,,,,,,,,
603893.SH,603893,016022,10543151,瑞芯微,电子元件,shzb,058001001,069001001001,002,001,2,2020-01-17 00:00:00,2019-06-30 00:00:00,1748761664.05,26672227.84,1113639602.24,60.9378648388,104382665.05,,294627398.73,-6.4517649057,171609990.39,127504107,,3255299.23,126.1994102707,1577151673.66,15.1670101228,12.7566658048,-5.4328868927,1060.2128385677,9.8132292077,,,,,,,,,,,,,,,,,,,,,,,,
605318.SH,605318,016045,10999468,法狮龙,装修装饰,shzb,058001001,069001001001,002,001,2,2020-01-16 00:00:00,2019-06-30 00:00:00,513470395.63,88321290.06,194106518.43,,13104374.45,,79796831.55,,154828140.34,91741830.05,,24691408.68,,358642255.29,,,,220.4744685991,30.1532749809,,,,,,,,,,,,,,,,,,,,,,,,
605018.SH,605018,016035,10000015919,长华股份,汽车行业,shzb,058001001,069001001001,002,001,2,2020-01-16 00:00:00,2019-06-30 00:00:00,1729516633.07,491272842.83,176618735.31,,186297222.49,,251163426.15,,458687818.08,157759018.47,,1399765.05,,1270828814.99,,,,173.1891572199,26.5211567966,,,,,,,,,,,,,,,,,,,,,,,,
300816.SZ,300816,016048,10261652,艾可蓝,环保工程,cyb,058001001,069001002002,002,001,2,2020-01-15 00:00:00,2019-06-30 00:00:00,478293558.64,59979463.93,65672231.37,26.1354511995,162272320.2,,58796650.14,-32.857054397,230559526.11,79242696.97,,5991219.31,746.7469205248,247734032.53,57.6654320406,12.0293576376,-14.5472917418,230.9716585788,48.2046061347,,,,,,,,,,,,,,,,,,,,,,,,
688158.SH,688158,016014,10427288,优刻得,电子信息,kcb,058001001,069001001006,002,001,2,2020-01-14 00:00:00,2019-06-30 00:00:00,2132575802.89,876436843.1,870776049.83,,232526515.01,,25704925.72,,401824315.79,227139452.56,,110068449.78,,1730751487.1,,,,329.2248746568,18.8422055265,,,,,,,,,,,,,,,,,,,,,,,,
605199.SH,605199,016024,10414368,葫芦娃,医药制造,shzb,058001001,069001001001,002,001,2,2020-01-14 00:00:00,2019-06-30 00:00:00,1120375951.2,405976894.93,151568529.77,,131706425.15,,186398438.33,,475123389.46,177077885.36,,65462714.48,,645252561.74,,,,147.9882116196,42.4074962472,,,,,,,,,,,,,,,,,,,,,,,,
603290.SH,603290,016022,10195205,斯达半导,电子元件,shzb,058001001,069001001001,002,001,2,2020-01-14 00:00:00,2019-06-30 00:00:00,828669158.5,220677725.06,29595251.85,-34.4725083103,189569761.91,,187595101.64,57.137037604,343359183.54,94320804.64,,1276750.8,-40.2657739325,485309974.96,27.4621791433,16.3012124424,3.492646294,219.8348881721,41.4350142054,,,,,,,,,,,,,,,,,,,,,,,,
600400.SH,600400,016010,10002571,红豆股份,纺织服装,shzb,058001001,069001001001,002,001,2,2020-01-14 00:00:00,2019-06-30 00:00:00,5404422853.84,473037206.22,943958317.84,-7.0772387076,343443969.55,41.0180067314,221132263.86,3.6557254315,1216702974.25,341290985.42,13.4411479311,22760081.15,-63.049328731,4187719879.59,-3.6633991461,4.8128137556,50.3411018602,185.641831366,22.5130972752,,,,,,,,,,,,,,,,,,,,,,,,
003005.SZ,003005,016057,10000015723,竞业达,软件服务,zxb,058001001,069001002003,002,001,2,2020-01-14 00:00:00,2019-06-30 00:00:00,847970481.8,4816836.18,65142285.25,,227744594.06,,177348308.95,,436493104.08,191232380.2,,94383633.55,,411477377.72,,,,160.9227704423,51.4750352104,,,,,,,,,,,,,,,,,,,,,,,,
002975.SZ,002975,016061,10998225,博杰股份,专用设备,zxb,058001001,069001002003,002,001,2,2020-01-14 00:00:00,2019-06-30 00:00:00,660209801.71,42486613.37,76622728.62,26.3592941798,254927455.42,,152948830.44,17.087009297,195590677.74,101390804.65,,10025575.41,58.7232972186,464619123.97,42.0864480245,29.9146683184,7.9479678957,276.995733122,29.6255337672,,,,,,,,,,,,,,,,,,,,,,,,
688278.SH,688278,016024,10034138,特宝生物,医药制造,kcb,058001001,069001001006,002,001,2,2020-01-13 00:00:00,2019-06-30 00:00:00,718548727.76,62661185.28,157170237.63,,128665107.52,,63871452.12,,203742012.31,12035266.69,,3449379.88,,514806715.45,,,,324.8073056572,28.3546549369,,,,,,,,,,,,,,,,,,,,,,,,
688228.SH,688228,016057,10586312,开普云,软件服务,kcb,058001001,069001001006,002,001,2,2020-01-13 00:00:00,2019-06-30 00:00:00,260583970.35,1327931.12,68974409.49,2.1574911386,35207442.46,,58262636.8,26.5052562095,97600446.21,9640385.25,,75920935.18,-1.3052283739,162983524.14,13.0139560502,9.4812726321,4.0499402842,220.6787364851,37.4545088399,,,,,,,,,,,,,,,,,,,,,,,,
688100.SH,688100,016014,10301917,威胜信息,电子信息,kcb,058001001,069001001006,002,001,2,2020-01-13 00:00:00,2019-06-30 00:00:00,2067133543.28,213661535.68,704918411.32,,759730555.28,,113273259.12,,615732119.94,441192160.9,,19083069.24,,1451401423.34,,,,270.9224508446,29.7867606058,,,,,,,,,,,,,,,,,,,,,,,,
300815.SZ,300815,016006,10522688,玉禾田,公用事业,cyb,058001001,069001002002,002,001,2,2020-01-13 00:00:00,2019-06-30 00:00:00,2424716207.34,549398828.27,357164064.58,6.7783308502,790038174.62,,9597068.59,308.425954474,1538115258.23,245976613.25,,4121183.7,228854.65,886600949.11,35.7437171697,24.9161313938,19.4251858997,112.7364634907,63.4348569772,,,,,,,,,,,,,,,,,,,,,,,,
605111.SH,605111,016022,10312512,新洁能,电子元件,shzb,058001001,069001001001,002,001,2,2020-01-10 00:00:00,2019-06-30 00:00:00,663806046.45,95504807.03,223786430.06,-19.8731149585,81784024.48,,107890661.5,55.4779419923,152964736.56,93114386.43,,2216928.39,-58.7977145683,510841309.89,17.3602489876,22.2445824145,41.9778794472,365.7754078139,23.0435889185,,,,,,,,,,,,,,,,,,,,,,,,
300882.SZ,300882,016021,10000015571,万胜智能,仪器仪表,cyb,058001001,069001002002,002,001,2,2020-01-10 00:00:00,2019-06-30 00:00:00,644613658.72,44148949.04,197263492.17,,285102290.1,,41051769.96,,300063537.7,173585398.29,,1799620.02,,344550121.02,,,,190.5814959531,46.5493607901,,,,,,,,,,,,,,,,,,,,,,,,
300870.SZ,300870,016022,10000016147,欧陆通,电子元件,cyb,058001001,069001002002,002,001,2,2020-01-10 00:00:00,2019-06-30 00:00:00,753231444.01,132612511.28,85890413.42,,332362482.48,,120241609.47,,370822954.04,284981302,,1715871.66,,382408489.97,,,,154.0392030594,49.2309444845,,,,,,,,,,,,,,,,,,,,,,,,
603976.SH,603976,016047,10532667,正川股份,医疗行业,shzb,058001001,069001001001,002,001,2,2020-01-09 00:00:00,2019-06-30 00:00:00,1185176584.04,308554279.2,385769850.64,3.2362189281,142676288.18,5.1823501702,143275405.32,68.8290063627,178280191.25,98180666.42,29.6551874886,711243.36,-59.3242741799,1006896392.79,5.8579478188,12.2573377361,70.4552037081,446.8455341226,15.0425003034,,,,,,,,,,,,,,,,,,,,,,,,
688566.SH,688566,016024,10000015525,吉贝尔,医药制造,kcb,058001001,069001001006,002,001,2,2020-01-08 00:00:00,2019-06-30 00:00:00,524068143.63,114752112.44,117737751.18,,96840030.6,,30107678.12,,117869516.15,29269393.1,,1125933.89,,406198627.48,,,,516.0271877563,22.4912575936,,,,,,,,,,,,,,,,,,,,,,,,
688518.SH,688518,016061,10202018,联赢激光,专用设备,kcb,058001001,069001001006,002,001,2,2020-01-08 00:00:00,2019-06-30 00:00:00,1679524308.65,23113269.54,113483665.02,25.8290823921,340749608.13,,666769004.43,-24.3719771671,836588412.87,204067091.87,,413650343.84,-27.1136456112,842935895.78,10.6457572136,1.5300809512,-6.2520512623,190.3435339965,49.8110333123,,,,,,,,,,,,,,,,,,,,,,,,
688516.SH,688516,016061,10499902,奥特维,专用设备,kcb,058001001,069001001006,002,001,2,2020-01-08 00:00:00,2019-06-30 00:00:00,1134455275.77,21346307.74,92486367.24,,323783317.73,,470566736.51,,731931874.45,301566676.28,,176599313.56,,402523401.32,,,,147.4898243235,64.5183543224,,,,,,,,,,,,,,,,,,,,,,,,
688178.SH,688178,016048,10725805,万德斯,环保工程,kcb,058001001,069001001006,002,001,2,2020-01-08 00:00:00,2019-06-30 00:00:00,964898458.85,73924921.65,169157905.95,,260522258.9,,295576257.53,,476392883.26,226532928.51,,35631724.89,,488505575.59,,,,183.301630036,49.3723333155,,,,,,,,,,,,,,,,,,,,,,,,
603195.SH,603195,016020,10982007,公牛集团,输配电气,shzb,058001001,069001001001,002,001,2,2020-01-07 00:00:00,2019-06-30 00:00:00,6703695668.57,1168031549.99,953512914.04,,110453482.54,,687897107.98,,2389881797.26,1303143219.74,,433636230.32,,4313813871.31,,,,210.7053929517,35.6502131871,,,,,,,,,,,,,,,,,,,,,,,,
601077.SH,601077,016029,10141741,渝农商行,银行,shzb,058001001,069001001001,002,001,2,2020-01-06 00:00:00,2019-06-30 00:00:00,1019245195000,,,,,,,,943742707000,,,,,75502488000,12.0185305481,12.2272893604,12.2440243647,,92.5923135698,91214069000,-9.1185036565,396110961000,14.1227899178,,,25482983000,-10.0355367457,682853884000,8.373125573,13702436000,1108.3276895944,,,,,,,,,,,,
688360.SH,688360,016043,10399546,德马科技,机械行业,kcb,058001001,069001001006,002,001,2,2020-01-03 00:00:00,2019-06-30 00:00:00,756149808.74,119251137.23,130201477.19,,195312840.56,,222774274.98,,444280644.51,190565263.27,,129460335.62,,311869164.23,,,,146.9026030566,58.7556380197,,,,,,,,,,,,,,,,,,,,,,,,
688189.SH,688189,016024,10000015591,南新制药,医药制造,kcb,058001001,069001001006,002,001,2,2020-01-03 00:00:00,2019-06-30 00:00:00,729687405.72,250995701.81,202937822.09,,86316695.91,,33580210.97,,434450698.11,29690159.82,,26239480.11,,295236707.61,,,,114.7198468801,59.5392896608,,,,,,,,,,,,,,,,,,,,,,,,
300902.SZ,300902,016061,10399120,国安达,专用设备,cyb,058001001,069001002002,002,001,2,2020-01-03 00:00:00,2019-06-30 00:00:00,339422796.49,104016651.52,14860477.76,-20.284791889,97310673.77,,40258257.23,21.6571216197,56513538.84,21476558.51,,1106953.85,-4.0036225531,282909257.65,2.7418176746,5.1241074575,18.9288826158,375.7499229606,16.6498948876,,,,,,,,,,,,,,,,,,,,,,,,
300888.SZ,300888,016061,10521856,稳健医疗,专用设备,cyb,058001001,069001002002,002,001,2,2020-01-03 00:00:00,2019-06-30 00:00:00,4011241173.28,1037924251.38,395291987.34,,401368354.42,,785772188.94,,1164682299.26,378430175.49,,25508122.01,,2846558874.02,,,,187.1740399698,29.0354593241,,,,,,,,,,,,,,,,,,,,,,,,
002671.SZ,002671,016004,10198198,龙泉股份,水泥建材,zxb,058001001,069001002003,002,001,2,2020-01-03 00:00:00,2019-06-30 00:00:00,3270885638.81,915843311.61,337392117.34,71.5312718751,909157292.85,-17.2325424585,299163886.75,-33.9968191114,1282493261.38,177391662.56,-33.4442640955,272445281.01,-3.3401276888,1988392377.43,-6.8000284813,-8.4811286807,-10.970885171,139.5076177168,39.2093580455,,,,,,,,,,,,,,,,,,,,,,,,
688559.SH,688559,016061,10772419,海目星,专用设备,kcb,058001001,069001001006,002,001,2,2019-12-31 00:00:00,2019-06-30 00:00:00,1851103312,99276116.57,189565634.4,,365162300.73,,565723927.61,,1284649966.99,307430055.47,,279813724.18,,566453345.01,,,,159.8841129356,69.3991501534,,,,,,,,,,,,,,,,,,,,,,,,
688181.SH,688181,016040,10376700,八亿时空,材料行业,kcb,058001001,069001001006,002,001,2,2019-12-31 00:00:00,2019-06-30 00:00:00,655975823.17,299278103.18,34146928.22,73.8388900696,124808509.28,,120457958.17,34.3129732046,134687261.59,59141408.9,,8876832.63,88.0694107389,521288561.58,7.0692773509,0.9309733624,-17.3975722609,295.9205405973,20.5323514728,,,,,,,,,,,,,,,,,,,,,,,,
603551.SH,603551,016019,10738401,奥普家居,家电行业,shzb,058001001,069001001001,002,001,2,2019-12-31 00:00:00,2019-06-30 00:00:00,1803353058.66,172052509.14,706633130.23,-12.0898201301,75668855.05,,178248886.89,2.0179232134,688320459.88,241926969.92,,76555011.46,47.6391426381,1115032598.78,20.8510348184,6.4787521146,-10.7209798314,175.094916449,38.1689240814,,,,,,,,,,,,,,,,,,,,,,,,
300813.SZ,300813,016024,10465927,泰林生物,医药制造,cyb,058001001,069001002002,002,001,2,2019-12-31 00:00:00,2019-06-30 00:00:00,245743230.9,88191470.55,26051850.85,,36537516.15,,53249930.38,,34690785.93,12681779.44,,11258596.28,,211052444.97,,,,385.6114234769,14.1166801637,,,,,,,,,,,,,,,,,,,,,,,,
688081.SH,688081,016015,10622920,兴图新科,通讯行业,kcb,058001001,069001001006,002,001,2,2019-12-30 00:00:00,2019-06-30 00:00:00,248306623.25,8078543.64,35739511.88,,131250581.63,,34996652.13,,52403952.99,15334822.58,,4211593.16,,195902670.26,,,,445.9699059813,21.1045328973,,,,,,,,,,,,,,,,,,,,,,,,
688056.SH,688056,016021,10506155,莱伯泰科,仪器仪表,kcb,058001001,069001001006,002,001,2,2019-12-30 00:00:00,2019-06-30 00:00:00,397922324.29,46173974.6,142439456.95,,45597057.36,,102659215.83,,108294126.77,25878029.25,,54618500.8,,289628197.52,,,,304.8786945026,27.2148909874,,,,,,,,,,,,,,,,,,,,,,,,
688599.SH,688599,016022,10147622,天合光能,电子元件,kcb,058001001,069001001006,002,001,2,2019-12-27 00:00:00,2019-06-30 00:00:00,32739742896.21,6926164751.46,4636010065.51,,4969890913.28,,5660546058.64,,20710832790.08,4153180294.88,,822874628.81,,12028910106.13,,,,111.32094411,63.2589964305,,,,,,,,,,,,,,,,,,,,,,,,
688585.SH,688585,016040,10000043516,上纬新材,材料行业,kcb,058001001,069001001006,002,001,2,2019-12-27 00:00:00,2019-06-30 00:00:00,1241920604.42,197098917.75,104616186.31,,388333794.04,,108269251.83,,424268521.82,279824348.36,,,,817652082.6,,,,234.9366649461,34.1622902712,,,,,,,,,,,,,,,,,,,,,,,,
688556.SH,688556,016061,10483287,高测股份,专用设备,kcb,058001001,069001001006,002,001,2,2019-12-27 00:00:00,2019-06-30 00:00:00,934912033.07,152095778.86,127438268,860.743044306,199888993.18,,258165457.68,6.1234472553,599270103.64,266082674.87,,83561033.62,44.4518341984,335641929.43,68.146501841,37.5727078037,24.8573334345,123.0968048663,64.0990898012,,,,,,,,,,,,,,,,,,,,,,,,
688393.SH,688393,016047,10166140,安必平,医疗行业,kcb,058001001,069001001006,002,001,2,2019-12-27 00:00:00,2019-06-30 00:00:00,498229008.26,52591067.01,75985952.12,,164721723.22,,23929824.92,,95012039.55,27104201.7,,3839231.07,,403216968.71,,,,553.9668734106,19.0699533698,,,,,,,,,,,,,,,,,,,,,,,,
